DATE,CATEGORIES,PAYMENT_MODE,DESCRIPTION,AMOUNTS,CASHBACK
2024-09-15,Insurance,Credit_card,Life,1540.93,59.16
2024-09-04,Rent,Gpay,Monthly house rent,7533.63,551.72
2024-09-20,Groceries,Cash,Monthly groceries,5787.46,479.38
2024-09-03,Utilities,Bank_transfer,Water bill,5613.86,258.8
2024-09-12,Rent,Gpay,Monthly house rent,9254.35,383.09
2024-09-08,Groceries,Check,Monthly groceries,8266.25,173.06
2024-09-28,Groceries,Gpay,Monthly groceries,1687.58,68.25
2024-09-14,Rent,Visa,Monthly house rent,2107.21,124.45
2024-09-10,Subscription,Cash,Amazon Prime,8497.05,523.63
2024-09-28,Subscription,Paypal,Netflix,4110.32,329.67
2024-09-29,Utilities,Bank_transfer,Electricity bill,6488.32,645.57
2024-09-20,Travel,Visa,Accommodation,3651.4,99.73
2024-09-07,Subscription,Credit_card,Amazon Prime,2427.52,193.48
2024-09-18,Utilities,Paypal,Electricity bill,8506.03,445.52
2024-09-14,Utilities,Gpay,Electricity bill,7253.64,649.43
2024-09-23,Entertainment,Cash,Day off,3054.5,7.64
2024-09-11,Groceries,Visa,Monthly groceries,4184.54,287.86
2024-09-08,Rent,Paypal,Monthly house rent,9406.43,792.41
2024-09-26,Entertainment,Visa,Went to movies,1317.25,37.82
2024-09-15,Entertainment,Gpay,Day off,6134.64,364.38
2024-09-11,Rent,Paypal,Monthly house rent,8733.99,92.75
2024-09-08,Entertainment,Credit_card,Tour,6161.07,327.3
2024-09-29,Insurance,Paypal,Life,1034.86,30.63
2024-09-05,Utilities,Credit_card,Internet bill,8453.14,239.58
2024-09-14,Utilities,Check,Water bill,3208.04,129.31
2024-09-16,Utilities,Paypal,Electricity bill,1042.55,69.54
2024-09-21,Travel,Paytm,Accommodation,6576.12,210.66
2024-09-06,Insurance,Credit_card,Life,8696.73,526.97
2024-09-14,Entertainment,Check,Went to movies,1647.97,94.27
2024-09-06,Subscription,Debit_card,Netflix,3024.4,51.6
2024-09-10,Subscription,Paypal,Amazon Prime,4340.29,231.28
2024-09-15,Subscription,Visa,Netflix,2671.63,179.71
2024-09-07,Entertainment,Paypal,Day off,1155.97,21.78
2024-09-01,Travel,Visa,Accommodation,9114.86,629.93
2024-09-21,Utilities,Gpay,Internet bill,3860.37,371.0
2024-09-17,Travel,Debit_card,Accommodation,5548.45,203.67
2024-09-16,Utilities,Cash,Electricity bill,6917.72,134.82
2024-09-18,Entertainment,Visa,Tour,7175.3,228.74
2024-09-11,Utilities,Visa,Water bill,1913.19,25.86
2024-09-04,Groceries,Paypal,Monthly groceries,5309.52,435.72
2024-09-11,Utilities,Visa,Electricity bill,6225.62,508.33
2024-10-05,Travel,Paytm,Transportation,9402.72,197.03
2024-10-24,Groceries,Paypal,Monthly groceries,9308.15,895.34
2024-10-07,Groceries,Debit_card,Monthly groceries,8431.59,76.18
2024-10-09,Entertainment,Cash,Day off,6184.79,29.95
2024-10-25,Travel,Cash,Flights,2308.34,185.25
2024-10-09,Subscription,Paypal,Amazon Prime,5144.92,351.59
2024-10-22,Travel,Check,Flights,4079.8,176.17
2024-10-10,Rent,Visa,Monthly house rent,5900.04,285.96
2024-10-29,Utilities,Paytm,Electricity bill,8983.12,124.63
2024-10-26,Travel,Debit_card,Transportation,2289.66,142.71
2024-10-17,Subscription,Credit_card,Amazon Prime,1661.7,122.16
2024-10-05,Groceries,Gpay,Monthly groceries,5239.22,136.59
2024-10-12,Rent,Paytm,Monthly house rent,8666.32,745.32
2024-10-03,Travel,Paytm,Accommodation,3589.79,73.04
2024-10-20,Rent,Debit_card,Monthly house rent,7018.79,278.7
2024-10-06,Groceries,Cash,Monthly groceries,9313.51,604.49
2024-10-18,Travel,Debit_card,Accommodation,5277.15,184.57
2024-10-21,Subscription,Debit_card,Amazon Prime,5449.59,434.58
2024-10-20,Groceries,Check,Monthly groceries,5961.43,10.81
2024-10-03,Groceries,Cash,Monthly groceries,2500.46,199.27
2024-10-11,Travel,Bank_transfer,Transportation,7024.01,702.01
2024-10-03,Utilities,Gpay,Electricity bill,2887.73,26.54
2024-10-03,Insurance,Bank_transfer,Car,7738.52,182.52
2024-10-27,Travel,Bank_transfer,Accommodation,2339.22,168.83
2024-10-08,Insurance,Paypal,Car,1648.89,46.95
2024-10-14,Subscription,Gpay,Amazon Prime,1507.96,145.04
2024-10-30,Subscription,Credit_card,Netflix,2929.15,141.89
2024-10-01,Insurance,Cash,Life,2159.14,104.2
2024-10-27,Travel,Gpay,Flights,7115.45,547.71
2024-10-01,Rent,Visa,Monthly house rent,1149.77,80.43
2024-10-25,Entertainment,Paytm,Tour,6303.08,265.87
2024-10-07,Groceries,Cash,Monthly groceries,3161.97,8.11
2024-10-16,Rent,Debit_card,Monthly house rent,7290.12,269.1
2024-10-30,Groceries,Cash,Monthly groceries,9459.51,229.62
2024-10-26,Utilities,Bank_transfer,Electricity bill,6310.17,464.93
2024-10-24,Subscription,Paypal,Netflix,3390.29,235.39
2024-10-15,Insurance,Bank_transfer,Life,1833.93,99.9
2024-10-01,Entertainment,Cash,Went to movies,7013.22,210.46
2024-10-21,Utilities,Paypal,Electricity bill,2905.82,183.54
2024-10-29,Groceries,Paypal,Monthly groceries,3011.17,224.94
2024-10-26,Utilities,Bank_transfer,Electricity bill,7154.34,428.05
2024-10-27,Utilities,Paypal,Electricity bill,3399.11,158.22
2024-10-02,Rent,Gpay,Monthly house rent,1182.33,12.52
2024-10-10,Groceries,Visa,Monthly groceries,5698.82,263.39
2024-10-05,Utilities,Paytm,Water bill,8110.22,18.37
2024-10-16,Entertainment,Check,Day off,8941.06,519.56
2024-10-11,Insurance,Bank_transfer,Car,2961.87,168.24
2024-10-12,Groceries,Check,Monthly groceries,1907.47,177.22
2024-10-30,Subscription,Debit_card,Amazon Prime,7779.71,444.38
2024-10-09,Insurance,Credit_card,Car,4934.21,98.58
2024-10-08,Travel,Check,Transportation,6959.29,73.39
2024-10-02,Entertainment,Gpay,Day off,7828.11,732.9
2024-10-25,Travel,Cash,Flights,8092.05,223.05
2024-10-25,Entertainment,Paytm,Tour,7981.19,4.36
2024-10-01,Insurance,Paytm,Car,6758.26,371.98
2024-10-13,Groceries,Bank_transfer,Monthly groceries,7453.96,136.01
2024-10-03,Groceries,Debit_card,Monthly groceries,2769.03,258.11
2024-10-08,Entertainment,Paypal,Went to movies,6420.55,76.22
2024-10-17,Travel,Visa,Transportation,8834.81,163.17
2024-10-19,Utilities,Debit_card,Water bill,4385.98,405.48
2024-10-10,Travel,Cash,Transportation,4429.08,275.28
2024-10-30,Travel,Debit_card,Flights,9071.34,403.12
2024-10-08,Insurance,Bank_transfer,Car,6379.17,17.77
2024-10-02,Groceries,Check,Monthly groceries,8008.71,769.2
2024-10-06,Groceries,Cash,Monthly groceries,9950.29,627.3
2024-10-18,Rent,Bank_transfer,Monthly house rent,9855.91,524.47
2024-10-24,Utilities,Cash,Water bill,8360.22,807.88
2024-10-25,Travel,Check,Transportation,8626.66,326.16
2024-10-16,Rent,Debit_card,Monthly house rent,1987.32,102.77
2024-10-12,Insurance,Debit_card,Life,4907.28,35.47
2024-10-04,Travel,Bank_transfer,Flights,6469.28,369.12
2024-10-25,Rent,Paytm,Monthly house rent,1774.2,58.92
2024-10-03,Rent,Gpay,Monthly house rent,4298.78,193.14
2024-10-21,Insurance,Paypal,Life,2333.45,198.8
2024-10-11,Utilities,Paytm,Internet bill,9453.02,290.23
2024-10-03,Utilities,Cash,Electricity bill,1558.44,56.56
2024-10-01,Rent,Paytm,Monthly house rent,8722.1,543.75
2024-10-05,Entertainment,Visa,Day off,5106.49,68.19
2024-10-17,Groceries,Gpay,Monthly groceries,5280.83,111.64
2024-10-20,Utilities,Paytm,Water bill,5162.41,34.77
2024-10-25,Subscription,Credit_card,Netflix,3767.57,66.51
2024-10-22,Rent,Credit_card,Monthly house rent,7135.94,516.09
2024-10-29,Insurance,Paytm,Life,5208.71,300.15
2024-10-09,Insurance,Cash,Life,6988.38,570.04
2024-10-10,Travel,Paypal,Accommodation,6458.38,616.43
2024-10-24,Utilities,Paypal,Internet bill,9960.32,415.88
2024-10-27,Rent,Credit_card,Monthly house rent,8900.09,103.82
2024-10-15,Insurance,Gpay,Life,4704.68,407.66
2024-10-22,Groceries,Paytm,Monthly groceries,2352.96,59.57
2024-10-02,Insurance,Bank_transfer,Life,8304.92,817.85
2024-10-11,Utilities,Paytm,Water bill,7139.37,290.66
2024-10-17,Groceries,Cash,Monthly groceries,7931.79,163.52
2024-10-28,Entertainment,Gpay,Day off,6847.28,410.15
2024-10-23,Entertainment,Check,Tour,7990.3,46.43
2024-10-16,Insurance,Debit_card,Car,4763.72,376.25
2024-10-08,Groceries,Credit_card,Monthly groceries,3126.28,12.9
2024-10-04,Rent,Paypal,Monthly house rent,5506.05,350.19
2024-10-27,Groceries,Debit_card,Monthly groceries,5806.56,454.18
2024-10-15,Entertainment,Check,Day off,7821.28,707.76
2024-10-26,Insurance,Check,Life,2736.13,104.83
2024-10-10,Rent,Debit_card,Monthly house rent,2037.94,122.97
2024-10-24,Subscription,Cash,Amazon Prime,2746.33,171.76
2024-10-09,Utilities,Paypal,Electricity bill,3101.57,22.88
2024-10-02,Groceries,Debit_card,Monthly groceries,2242.44,61.43
2024-10-21,Subscription,Check,Amazon Prime,3198.05,98.8
2024-10-27,Entertainment,Credit_card,Tour,6743.61,170.97
2024-10-18,Subscription,Check,Amazon Prime,7785.2,642.11
2024-10-21,Utilities,Paypal,Internet bill,4710.77,259.08
2024-10-08,Entertainment,Cash,Went to movies,2536.12,216.16
2024-10-08,Insurance,Paytm,Life,4095.59,392.94
2024-10-26,Utilities,Credit_card,Internet bill,5544.89,202.66
2024-10-30,Groceries,Paypal,Monthly groceries,2065.66,178.67
2024-10-27,Groceries,Bank_transfer,Monthly groceries,8410.7,304.97
2024-10-17,Utilities,Paypal,Electricity bill,9675.46,193.65
2024-10-23,Groceries,Visa,Monthly groceries,8370.6,667.36
2024-10-19,Groceries,Paytm,Monthly groceries,3405.79,95.16
2024-10-04,Travel,Gpay,Accommodation,2464.95,133.72
2024-10-20,Insurance,Credit_card,Car,1291.65,9.17
2024-10-09,Insurance,Visa,Car,5277.77,312.54
2024-10-04,Rent,Credit_card,Monthly house rent,8631.08,54.63
2024-10-10,Rent,Check,Monthly house rent,7427.14,262.68
2024-10-06,Entertainment,Paypal,Day off,8863.67,236.0
2024-10-15,Utilities,Debit_card,Electricity bill,3100.65,72.58
2024-10-09,Insurance,Paypal,Life,1392.39,75.72
2024-10-28,Subscription,Visa,Amazon Prime,8582.43,828.56
2024-10-11,Entertainment,Bank_transfer,Tour,7851.96,71.22
2024-10-30,Entertainment,Cash,Went to movies,1128.06,108.89
2024-10-27,Insurance,Debit_card,Car,2767.37,154.09
2024-10-08,Groceries,Debit_card,Monthly groceries,5382.45,14.66
2024-10-10,Travel,Cash,Transportation,5308.06,340.48
2024-10-22,Utilities,Bank_transfer,Electricity bill,9688.67,857.58
2024-10-01,Subscription,Bank_transfer,Amazon Prime,4447.85,129.77
2024-10-07,Entertainment,Check,Day off,9709.48,537.8
2024-10-20,Groceries,Visa,Monthly groceries,8757.06,196.26
2024-10-18,Utilities,Bank_transfer,Electricity bill,8685.39,182.78
2024-10-11,Subscription,Credit_card,Netflix,9599.83,376.08
2024-10-11,Groceries,Credit_card,Monthly groceries,5773.51,302.57
2024-10-12,Rent,Debit_card,Monthly house rent,1795.95,144.63
2024-10-13,Entertainment,Check,Day off,4400.94,48.16
2024-10-29,Travel,Check,Accommodation,6432.59,479.46
2024-10-17,Utilities,Visa,Internet bill,4305.29,402.3
2024-10-19,Groceries,Credit_card,Monthly groceries,4774.01,230.83
2024-10-22,Insurance,Check,Life,8488.03,288.8
2024-10-09,Rent,Check,Monthly house rent,5357.58,243.53
2024-10-30,Groceries,Gpay,Monthly groceries,6507.43,56.15
2024-10-04,Groceries,Debit_card,Monthly groceries,3695.44,112.85
2024-10-04,Entertainment,Credit_card,Tour,5892.61,362.0
2024-10-29,Travel,Gpay,Accommodation,6148.86,382.85
2024-10-26,Utilities,Cash,Water bill,3828.46,232.28
2024-10-02,Entertainment,Visa,Tour,9400.14,106.85
2024-11-16,Utilities,Debit_card,Internet bill,9714.06,674.1
2024-11-27,Insurance,Paypal,Car,8454.45,702.58
2024-11-15,Entertainment,Cash,Went to movies,8186.21,284.46
2024-11-06,Rent,Cash,Monthly house rent,4596.48,112.49
2024-11-11,Utilities,Gpay,Water bill,1628.65,97.29
2024-11-15,Rent,Check,Monthly house rent,6548.97,212.12
2024-11-11,Groceries,Gpay,Monthly groceries,8656.49,639.3
2024-11-17,Entertainment,Cash,Tour,1691.53,125.47
2024-11-23,Utilities,Gpay,Water bill,6396.69,154.61
2024-11-22,Travel,Visa,Transportation,2178.6,202.15
2024-11-09,Insurance,Visa,Life,7434.0,528.46
2024-11-07,Rent,Credit_card,Monthly house rent,8285.7,423.71
2024-11-18,Groceries,Gpay,Monthly groceries,5142.04,349.18
2024-11-23,Insurance,Cash,Car,1751.96,25.12
2024-11-02,Insurance,Paytm,Car,6600.04,261.58
2024-11-24,Rent,Debit_card,Monthly house rent,5528.51,142.39
2024-11-20,Entertainment,Gpay,Day off,4168.98,396.31
2024-11-28,Groceries,Paypal,Monthly groceries,2387.97,6.25
2024-11-13,Subscription,Visa,Amazon Prime,5148.62,181.03
2024-11-07,Groceries,Paypal,Monthly groceries,2667.35,150.62
2024-11-01,Rent,Cash,Monthly house rent,5323.96,108.32
2024-11-14,Groceries,Bank_transfer,Monthly groceries,9311.32,524.25
2024-11-01,Travel,Bank_transfer,Flights,4675.76,278.63
2024-11-18,Rent,Visa,Monthly house rent,8648.83,12.29
2024-11-10,Rent,Gpay,Monthly house rent,7569.02,443.88
2024-11-27,Entertainment,Bank_transfer,Went to movies,7825.82,650.79
2024-11-07,Rent,Paypal,Monthly house rent,2666.4,0.8
2024-11-18,Travel,Gpay,Accommodation,4682.75,256.3
2024-11-10,Utilities,Visa,Water bill,8329.64,724.59
2024-11-18,Subscription,Credit_card,Netflix,8009.63,374.74
2024-11-07,Utilities,Debit_card,Electricity bill,1440.17,62.48
2024-11-06,Rent,Debit_card,Monthly house rent,8366.46,170.0
2024-11-21,Groceries,Paytm,Monthly groceries,9152.35,4.91
2024-11-11,Insurance,Paypal,Life,2768.41,122.17
2024-11-27,Utilities,Paytm,Internet bill,7235.84,185.45
2024-11-23,Travel,Paytm,Flights,9333.91,123.02
2024-11-26,Rent,Cash,Monthly house rent,7013.09,131.18
2024-11-10,Groceries,Visa,Monthly groceries,2366.77,214.64
2024-11-11,Insurance,Check,Life,5974.75,291.68
2024-11-20,Insurance,Cash,Life,7346.31,568.44
2024-11-14,Subscription,Gpay,Amazon Prime,8763.35,55.79
2024-11-08,Groceries,Debit_card,Monthly groceries,5646.68,376.19
2024-11-14,Subscription,Bank_transfer,Amazon Prime,9482.76,176.81
2024-11-15,Entertainment,Bank_transfer,Tour,3173.69,291.61
2024-11-29,Utilities,Cash,Internet bill,5473.5,186.95
2024-11-23,Entertainment,Paypal,Went to movies,5744.96,469.2
2024-11-15,Groceries,Paypal,Monthly groceries,6648.3,205.45
2024-11-05,Rent,Paypal,Monthly house rent,9882.43,59.27
2024-11-24,Groceries,Visa,Monthly groceries,8335.71,209.47
2024-11-16,Rent,Debit_card,Monthly house rent,1485.04,45.62
2024-11-19,Insurance,Paytm,Life,2350.8,113.05
2024-11-11,Subscription,Credit_card,Netflix,3889.53,134.76
2024-11-08,Utilities,Paypal,Electricity bill,6974.21,428.6
2024-11-27,Utilities,Check,Electricity bill,1391.52,84.45
2024-11-10,Travel,Paytm,Flights,2997.34,48.33
2024-11-09,Insurance,Debit_card,Car,2394.81,12.32
2024-11-17,Utilities,Paypal,Electricity bill,7062.93,291.16
2024-11-05,Insurance,Credit_card,Life,7588.79,48.93
2024-11-04,Entertainment,Cash,Day off,3224.97,116.9
2024-11-19,Groceries,Debit_card,Monthly groceries,3581.83,75.05
2024-11-29,Subscription,Paypal,Amazon Prime,5988.15,243.91
2024-11-07,Groceries,Cash,Monthly groceries,2269.69,8.34
2024-11-12,Rent,Gpay,Monthly house rent,9327.99,708.36
2024-11-26,Utilities,Bank_transfer,Electricity bill,4401.14,207.07
2024-11-01,Entertainment,Paypal,Went to movies,1169.54,110.59
2024-11-14,Utilities,Credit_card,Water bill,1427.93,12.14
2024-11-13,Insurance,Paytm,Car,3119.48,4.17
2024-11-09,Insurance,Visa,Car,4622.43,72.27
2024-11-01,Rent,Bank_transfer,Monthly house rent,8751.95,716.52
2024-11-05,Rent,Check,Monthly house rent,2858.13,240.68
2024-11-23,Utilities,Credit_card,Electricity bill,1742.63,57.56
2024-11-07,Insurance,Bank_transfer,Car,2324.13,116.86
2024-11-16,Utilities,Credit_card,Electricity bill,9933.84,980.49
2024-11-24,Groceries,Debit_card,Monthly groceries,6691.75,570.1
2024-11-14,Travel,Credit_card,Accommodation,5513.82,172.23
2024-11-11,Utilities,Gpay,Water bill,6162.24,237.41
2024-11-13,Rent,Debit_card,Monthly house rent,5019.07,264.74
2024-11-29,Groceries,Visa,Monthly groceries,3278.72,191.3
2024-11-20,Entertainment,Cash,Tour,1431.06,99.1
2024-11-14,Groceries,Credit_card,Monthly groceries,9412.72,166.8
2024-11-16,Rent,Gpay,Monthly house rent,4453.85,231.69
2024-11-11,Travel,Cash,Transportation,3331.3,284.93
2024-11-22,Insurance,Paytm,Life,9615.77,651.98
2024-11-08,Insurance,Paytm,Car,4623.16,60.68
2024-11-18,Utilities,Credit_card,Electricity bill,1694.2,169.42
2024-11-22,Groceries,Bank_transfer,Monthly groceries,1886.25,114.39
2024-11-26,Rent,Visa,Monthly house rent,5908.78,554.44
2024-11-20,Travel,Credit_card,Flights,5015.04,84.91
2024-11-19,Utilities,Credit_card,Internet bill,3854.92,72.03
2024-11-10,Subscription,Cash,Amazon Prime,4083.37,8.79
2024-11-14,Rent,Credit_card,Monthly house rent,4798.26,410.72
2024-11-23,Subscription,Cash,Netflix,8467.02,611.99
2024-11-28,Groceries,Debit_card,Monthly groceries,1969.23,182.92
2024-11-14,Subscription,Paytm,Netflix,1100.45,71.56
2024-11-18,Travel,Credit_card,Transportation,3586.38,105.12
2024-11-13,Subscription,Visa,Netflix,1812.75,39.44
2024-11-06,Subscription,Paypal,Netflix,9835.67,782.35
2024-11-08,Groceries,Gpay,Monthly groceries,5710.81,239.26
2024-11-28,Insurance,Debit_card,Life,4042.64,16.55
2024-11-07,Insurance,Debit_card,Life,3059.16,102.76
2024-11-11,Entertainment,Cash,Went to movies,6283.75,288.23
2024-11-21,Insurance,Debit_card,Life,9597.91,264.76
2024-11-18,Utilities,Credit_card,Internet bill,2781.71,132.51
2024-11-05,Utilities,Paytm,Electricity bill,4974.15,217.36
2024-11-01,Subscription,Debit_card,Netflix,6775.91,262.47
2024-11-05,Utilities,Paytm,Electricity bill,1223.28,15.28
2024-11-02,Insurance,Visa,Car,6771.36,76.01
2024-11-16,Subscription,Visa,Amazon Prime,5762.54,240.43
2024-11-23,Groceries,Paypal,Monthly groceries,7428.92,502.45
2024-11-07,Rent,Visa,Monthly house rent,6624.47,597.89
2024-11-01,Subscription,Check,Netflix,4368.22,96.52
2024-11-12,Subscription,Cash,Amazon Prime,1751.72,130.52
2024-11-26,Insurance,Paypal,Car,8275.79,659.8
2024-11-18,Insurance,Bank_transfer,Life,2373.92,203.54
2024-11-03,Utilities,Visa,Electricity bill,4823.36,90.37
2024-11-05,Subscription,Credit_card,Amazon Prime,5330.2,342.48
2024-11-17,Rent,Cash,Monthly house rent,5248.65,419.84
2024-11-21,Utilities,Credit_card,Internet bill,7201.99,82.08
2024-11-03,Rent,Check,Monthly house rent,9563.86,270.48
2024-11-25,Travel,Cash,Accommodation,2980.35,24.41
2024-11-02,Insurance,Cash,Car,2712.93,152.83
2024-11-03,Subscription,Credit_card,Amazon Prime,8572.76,695.88
2024-11-22,Travel,Bank_transfer,Accommodation,4108.54,407.62
2024-11-21,Entertainment,Paypal,Day off,9304.17,561.8
2024-11-12,Subscription,Visa,Amazon Prime,2037.78,23.19
2024-11-11,Entertainment,Debit_card,Went to movies,7046.82,262.92
2024-11-25,Entertainment,Paytm,Went to movies,7267.85,18.67
2024-11-04,Groceries,Bank_transfer,Monthly groceries,3559.09,64.33
2024-11-29,Rent,Cash,Monthly house rent,3834.56,240.72
2024-11-29,Subscription,Debit_card,Amazon Prime,9017.55,392.51
2024-11-04,Subscription,Bank_transfer,Amazon Prime,7683.72,745.76
2024-11-14,Insurance,Check,Car,1415.22,12.32
2024-11-06,Insurance,Cash,Car,5351.96,11.08
2024-11-08,Entertainment,Visa,Went to movies,7503.5,194.71
2024-11-03,Travel,Paytm,Transportation,7225.8,246.67
2024-11-16,Travel,Credit_card,Transportation,4741.91,139.89
2024-11-27,Travel,Check,Flights,1086.99,47.24
2024-11-28,Entertainment,Paytm,Tour,4696.09,351.56
2024-11-01,Insurance,Gpay,Car,9969.84,824.79
2024-11-11,Utilities,Debit_card,Internet bill,7664.56,675.03
2024-11-11,Travel,Credit_card,Transportation,8393.32,554.64
2024-11-07,Groceries,Gpay,Monthly groceries,1219.41,110.67
2024-11-19,Insurance,Paypal,Car,6685.81,220.45
2024-11-02,Travel,Check,Flights,2266.25,39.69
2024-11-19,Subscription,Paypal,Amazon Prime,9079.75,194.48
2024-11-27,Travel,Credit_card,Flights,7124.76,665.06
2024-11-13,Rent,Credit_card,Monthly house rent,2371.65,98.91
2024-11-09,Groceries,Debit_card,Monthly groceries,3911.48,68.23
2024-11-15,Utilities,Paytm,Electricity bill,9248.0,455.07
2024-11-02,Entertainment,Credit_card,Went to movies,4676.08,299.7
2024-12-25,Groceries,Gpay,Monthly groceries,6647.53,660.02
2024-12-05,Rent,Visa,Monthly house rent,6900.03,609.76
2024-12-10,Groceries,Bank_transfer,Monthly groceries,8262.28,583.89
2024-12-29,Insurance,Check,Life,8261.57,69.38
2024-12-18,Insurance,Credit_card,Car,6897.84,142.37
2024-12-23,Subscription,Visa,Netflix,9623.39,261.12
2024-12-09,Insurance,Bank_transfer,Car,6248.7,427.65
2024-12-04,Insurance,Check,Life,7963.7,570.83
2024-12-09,Utilities,Check,Electricity bill,6167.5,473.79
2024-12-10,Subscription,Paypal,Netflix,5759.99,354.54
2024-12-06,Insurance,Debit_card,Car,4345.65,330.46
2024-12-11,Insurance,Debit_card,Car,9417.9,818.02
2024-12-20,Travel,Cash,Accommodation,1202.56,28.67
2024-12-27,Rent,Credit_card,Monthly house rent,1356.55,13.39
2024-12-06,Insurance,Cash,Life,5351.93,113.7
2024-12-15,Rent,Credit_card,Monthly house rent,8144.21,129.57
2024-12-16,Insurance,Credit_card,Life,3577.13,224.99
2024-12-05,Travel,Gpay,Flights,6564.12,34.86
2024-12-08,Subscription,Check,Netflix,1466.93,145.23
2024-12-01,Utilities,Visa,Water bill,8829.51,253.14
2024-12-17,Rent,Paypal,Monthly house rent,3612.99,268.46
2024-12-04,Utilities,Credit_card,Internet bill,5654.57,317.85
2024-12-26,Insurance,Visa,Car,7011.99,325.68
2024-12-27,Insurance,Credit_card,Life,3335.64,100.1
2024-12-01,Travel,Cash,Accommodation,4785.46,207.97
2024-12-13,Groceries,Credit_card,Monthly groceries,6465.24,118.86
2024-12-11,Travel,Cash,Flights,8718.06,158.71
2024-12-05,Utilities,Check,Water bill,8762.51,24.46
2024-12-18,Travel,Bank_transfer,Accommodation,8823.1,546.35
2024-12-03,Insurance,Paytm,Car,1200.49,45.33
2024-12-14,Entertainment,Bank_transfer,Went to movies,1711.96,146.76
2024-12-04,Entertainment,Credit_card,Day off,4378.95,25.25
2024-12-26,Groceries,Gpay,Monthly groceries,7980.11,324.88
2024-12-09,Entertainment,Credit_card,Day off,1149.6,94.02
2024-12-23,Utilities,Cash,Water bill,3453.95,326.1
2024-12-03,Utilities,Bank_transfer,Electricity bill,3158.05,29.54
2024-12-27,Rent,Bank_transfer,Monthly house rent,6918.1,476.22
2024-12-10,Insurance,Check,Car,9087.78,338.6
2024-12-03,Groceries,Credit_card,Monthly groceries,9203.66,542.21
2024-12-24,Rent,Check,Monthly house rent,4437.8,79.15
2024-12-22,Entertainment,Credit_card,Day off,4990.89,410.95
2024-12-29,Entertainment,Check,Went to movies,5655.23,340.91
2024-12-21,Entertainment,Debit_card,Went to movies,8483.46,86.91
2024-12-03,Travel,Visa,Transportation,3999.01,13.87
2024-12-20,Entertainment,Check,Tour,6529.44,256.16
2024-12-18,Travel,Credit_card,Flights,9423.62,325.64
2024-12-14,Rent,Debit_card,Monthly house rent,2944.32,103.42
2024-12-07,Utilities,Cash,Water bill,3630.93,350.35
2024-12-13,Rent,Paytm,Monthly house rent,4211.89,403.39
2024-12-30,Subscription,Paytm,Netflix,1053.77,52.41
2024-12-08,Insurance,Gpay,Life,7936.17,69.53
2024-12-22,Insurance,Check,Car,6601.87,548.68
2024-12-09,Subscription,Visa,Amazon Prime,9407.42,889.83
2024-12-14,Groceries,Cash,Monthly groceries,5212.08,460.04
2024-12-21,Groceries,Bank_transfer,Monthly groceries,3461.27,332.35
2024-12-01,Utilities,Check,Internet bill,1679.98,130.19
2024-12-25,Utilities,Paytm,Water bill,4679.14,310.54
2024-12-04,Entertainment,Cash,Went to movies,5940.89,587.33
2024-12-07,Rent,Debit_card,Monthly house rent,3781.0,179.19
2024-12-18,Rent,Paytm,Monthly house rent,2778.45,190.0
2024-12-02,Travel,Bank_transfer,Transportation,2690.06,252.48
2024-12-22,Travel,Gpay,Transportation,8535.84,429.25
2024-12-09,Insurance,Credit_card,Life,3457.72,29.96
2024-12-19,Travel,Paypal,Transportation,7798.74,99.66
2024-12-03,Travel,Bank_transfer,Flights,6615.29,583.0
2024-12-11,Entertainment,Visa,Day off,7535.58,159.22
2024-12-11,Insurance,Debit_card,Life,7296.83,36.57
2024-12-06,Utilities,Credit_card,Water bill,5212.96,164.49
2024-12-22,Utilities,Cash,Electricity bill,3525.79,175.66
2024-12-21,Insurance,Visa,Car,9640.85,210.15
2024-12-23,Utilities,Credit_card,Water bill,5044.22,106.38
2024-12-03,Rent,Debit_card,Monthly house rent,5580.55,167.71
2024-12-18,Utilities,Visa,Water bill,1386.76,124.44
2024-12-03,Rent,Gpay,Monthly house rent,6298.05,93.93
2024-12-25,Travel,Gpay,Accommodation,5943.46,14.64
2024-12-30,Rent,Cash,Monthly house rent,2677.46,244.32
2024-12-18,Utilities,Gpay,Water bill,8948.77,120.23
2024-12-13,Insurance,Paytm,Car,5528.91,152.78
2024-12-05,Entertainment,Gpay,Went to movies,1041.06,28.02
2024-12-27,Subscription,Visa,Netflix,4573.38,204.2
2024-12-13,Insurance,Cash,Life,8045.93,721.86
2024-12-07,Utilities,Debit_card,Internet bill,6739.24,636.41
2024-12-17,Travel,Debit_card,Flights,7995.17,439.83
2024-12-20,Utilities,Bank_transfer,Water bill,7505.05,222.39
2024-12-28,Rent,Paytm,Monthly house rent,5238.0,328.73
2024-12-30,Groceries,Credit_card,Monthly groceries,1809.66,154.87
2024-12-05,Subscription,Paytm,Netflix,2266.39,107.09
2024-12-04,Insurance,Paytm,Car,1885.11,152.23
2024-12-23,Utilities,Check,Internet bill,2950.45,213.19
2024-12-17,Travel,Paypal,Transportation,2574.21,65.6
2024-12-23,Travel,Credit_card,Flights,2230.01,205.92
2024-12-23,Subscription,Cash,Amazon Prime,9211.92,585.13
2024-12-25,Groceries,Debit_card,Monthly groceries,6912.73,250.44
2024-12-28,Travel,Debit_card,Flights,9298.39,500.54
2024-12-27,Travel,Paytm,Flights,3794.68,30.15
2024-12-14,Groceries,Cash,Monthly groceries,6691.6,494.6
